,actual,forecast
2019-01-05,35.27671432495117,
2019-01-06,35.27671432495117,
2019-01-07,35.198211669921875,
2019-01-08,35.86918258666992,
2019-01-09,36.47831344604492,
2019-01-10,36.594913482666016,
2019-01-11,36.2356071472168,
2019-01-12,36.2356071472168,
2019-01-13,36.2356071472168,
2019-01-14,35.69074249267578,
2019-01-15,36.42120361328125,
2019-01-16,36.86614990234375,
2019-01-17,37.08505630493164,
2019-01-18,37.313472747802734,
2019-01-19,37.313472747802734,
2019-01-20,37.313472747802734,
2019-01-21,37.313472747802734,
2019-01-22,36.4759407043457,
2019-01-23,36.62345886230469,
2019-01-24,36.33317184448242,
2019-01-25,37.537139892578125,
2019-01-26,37.537139892578125,
2019-01-27,37.537139892578125,
2019-01-28,37.18974304199219,
2019-01-29,36.804290771484375,
2019-01-30,39.31929016113281,
2019-01-31,39.60243225097656,
2019-02-01,39.62148284912109,
2019-02-02,39.62148284912109,
2019-02-03,39.62148284912109,
2019-02-04,40.74692916870117,
2019-02-05,41.44408798217773,
2019-02-06,41.4583625793457,
2019-02-07,40.67317581176758,
2019-02-08,40.7209587097168,
2019-02-09,40.7209587097168,
2019-02-10,40.7209587097168,
2019-02-11,40.48678970336914,
2019-02-12,40.83565139770508,
2019-02-13,40.66598510742188,
2019-02-14,40.81414031982422,
2019-02-15,40.72334671020508,
2019-02-16,40.72334671020508,
2019-02-17,40.72334671020508,
2019-02-18,40.72334671020508,
2019-02-19,40.845211029052734,
2019-02-20,41.10806655883789,
2019-02-21,40.876277923583984,
2019-02-22,41.33269119262695,
2019-02-23,41.33269119262695,
2019-02-24,41.33269119262695,
2019-02-25,41.63376998901367,
2019-02-26,41.65768051147461,
2019-02-27,41.78670883178711,
2019-02-28,41.37569808959961,
2019-03-01,41.81061553955078,
2019-03-02,41.81061553955078,
2019-03-03,41.81061553955078,
2019-03-04,42.02089309692383,
2019-03-05,41.94441223144531,
2019-03-06,41.70307159423828,
2019-03-07,41.22038269042969,
2019-03-08,41.31834411621094,
2019-03-09,41.31834411621094,
2019-03-10,41.31834411621094,
2019-03-11,42.74971771240234,
2019-03-12,43.23001480102539,
2019-03-13,43.42118835449219,
2019-03-14,43.90388488769531,
2019-03-15,44.47500991821289,
2019-03-16,44.47500991821289,
2019-03-17,44.47500991821289,
2019-03-18,44.92902755737305,
2019-03-19,44.57296752929688,
2019-03-20,44.96249008178711,
2019-03-21,46.618465423583984,
2019-03-22,45.65306091308594,
2019-03-23,45.65306091308594,
2019-03-24,45.65306091308594,
2019-03-25,45.10108184814453,
2019-03-26,44.63509750366211,
2019-03-27,45.03656005859375,
2019-03-28,45.096282958984375,
2019-03-29,45.39020538330078,
2019-03-30,45.39020538330078,
2019-03-31,45.39020538330078,
2019-04-01,45.69846725463867,
2019-04-02,46.36276626586914,
2019-04-03,46.68058395385742,
2019-04-04,46.7618408203125,
2019-04-05,47.07487106323242,
2019-04-06,47.07487106323242,
2019-04-07,47.07487106323242,
2019-04-08,47.81563949584961,
2019-04-09,47.67227554321289,
2019-04-10,47.93989562988281,
2019-04-11,47.54084014892578,
2019-04-12,47.52170944213867,
2019-04-13,47.52170944213867,
2019-04-14,47.52170944213867,
2019-04-15,47.60774993896485,
2019-04-16,47.6125373840332,
2019-04-17,48.5396842956543,
2019-04-18,48.71412658691406,
2019-04-19,48.71412658691406,
2019-04-20,48.71412658691406,
2019-04-21,48.71412658691406,
2019-04-22,48.87422943115234,
2019-04-23,49.57915878295898,
2019-04-24,49.50267791748047,
2019-04-25,49.0534553527832,
2019-04-26,48.81925964355469,
2019-04-27,48.81925964355469,
2019-04-28,48.81925964355469,
2019-04-29,48.89334487915039,
2019-04-30,47.95185089111328,
2019-05-01,50.30558776855469,
2019-05-02,49.97822189331055,
2019-05-03,50.5994987487793,
2019-05-04,50.5994987487793,
2019-05-05,50.5994987487793,
2019-05-06,49.818119049072266,
2019-05-07,48.47516632080078,
2019-05-08,48.4847297668457,
2019-05-09,47.96379470825195,
2019-05-10,47.2993392944336,
2019-05-11,47.2993392944336,
2019-05-12,47.2993392944336,
2019-05-13,44.5503158569336,
2019-05-14,45.25556564331055,
2019-05-15,45.79769134521485,
2019-05-16,45.59619140625,
2019-05-17,45.33712005615234,
2019-05-18,45.33712005615234,
2019-05-19,45.33712005615234,
2019-05-20,43.9194450378418,
2019-05-21,44.76141357421875,
2019-05-22,43.84506607055664,
2019-05-23,43.09664916992188,
2019-05-24,42.9311408996582,
2019-05-25,42.9311408996582,
2019-05-26,42.9311408996582,
2019-05-27,42.9311408996582,
2019-05-28,42.75363159179688,
2019-05-29,42.54972839355469,
2019-05-30,42.77041244506836,
2019-05-31,41.995601654052734,
2019-06-01,41.995601654052734,
2019-06-02,41.995601654052734,
2019-06-03,41.57102584838867,
2019-06-04,43.09185409545898,
2019-06-05,43.78750228881836,
2019-06-06,44.43038177490234,
2019-06-07,45.612979888916016,
2019-06-08,45.612979888916016,
2019-06-09,45.612979888916016,
2019-06-10,46.19588470458984,
2019-06-11,46.7308235168457,
2019-06-12,46.58208465576172,
2019-06-13,46.57250213623047,
2019-06-14,46.23427200317383,
2019-06-15,46.23427200317383,
2019-06-16,46.23427200317383,
2019-06-17,46.51012802124024,
2019-06-18,47.60396957397461,
2019-06-19,47.464839935302734,
2019-06-20,47.84625625610352,
2019-06-21,47.683135986328125,
2019-06-22,47.683135986328125,
2019-06-23,47.683135986328125,
2019-06-24,47.63515472412109,
2019-06-25,46.91312789916992,
2019-06-26,47.92781448364258,
2019-06-27,47.91342926025391,
2019-06-28,47.47684097290039,
2019-06-29,47.47684097290039,
2019-06-30,47.47684097290039,
2019-07-01,48.347599029541016,
2019-07-02,48.63065719604492,
2019-07-03,49.03365707397461,
